Unnamed: 0,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,latitude,longitude,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
192,21550,Piso en venta en GODELLA,"San Cristóbal, Madrid",95.0,87.0,2,2.0,,,,,GODELLA,True,GODELLA,,,5.0,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,864,,False,184000,1937,True,HouseType 1: Pisos,False,False,2011.0,False,True,,,True,True,True,,,,,True,,,True,,en trámite,False,,,,,True,False,False,True
199,21543,Piso en venta en San Andrés,"Villaverde, Madrid",114.0,,4,2.0,,,,,,True,,,,2.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,1006,,False,229000,2009,True,HouseType 1: Pisos,False,False,1987.0,False,True,,True,True,True,True,,,True,,,,,True,,en trámite,False,,,,,,,,
200,21542,Piso en venta en calle Transversal Sexta,"San Andrés, Madrid",81.0,,3,2.0,,,,,Calle Transversal Sexta,True,Calle Transversal Sexta,,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,762,,False,155000,1914,True,HouseType 1: Pisos,False,False,1999.0,False,True,,True,True,True,True,,,,,True,,,True,True,en trámite,True,,,True,0.0,,,,
201,21541,Piso en venta en villaverde a perales,"Butarque, Madrid",91.0,77.0,2,2.0,,,,,villaverde a perales,True,villaverde a perales,,,5.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1004,,False,228208,2508,True,HouseType 1: Pisos,False,False,2020.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,en trámite,True,,,True,0.0,,,,
202,21540,Piso en venta en calle Tántalo,"Butarque, Madrid",95.0,,3,1.0,,,,,Calle Tántalo,True,Calle Tántalo,,,3.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,539,,False,100000,1053,True,HouseType 1: Pisos,True,False,1970.0,False,True,,,,False,True,,,,True,,,,,,en trámite,False,,,,,False,True,False,True
204,21538,Piso en venta en calle de Juan Peñalver,"San Andrés, Madrid",60.0,56.0,2,1.0,,,,,Calle de Juan Peñalver,True,Calle de Juan Peñalver,,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,561,,False,105000,1750,True,HouseType 1: Pisos,False,False,1967.0,,,,,,False,,,,True,,,,,,,no indicado,False,,,,,,,,
205,21537,Piso en venta en calle Alcocer,"Los Ángeles, Madrid",80.0,,3,1.0,,,,,Calle Alcocer,True,Calle Alcocer,,,3.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,798,,False,165000,2062,True,HouseType 1: Pisos,False,False,1977.0,True,False,,,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
206,21536,Piso en venta en Rocafort,"San Cristóbal, Madrid",60.0,50.0,2,1.0,,,,,Rocafort,True,Rocafort,,,5.0,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,413,,False,73000,1217,True,HouseType 1: Pisos,False,False,1960.0,False,True,,True,,True,True,,,,,,,,,,en trámite,False,,,,,False,True,False,True
207,21535,Piso en venta en calle Lenguas,"San Andrés, Madrid",50.0,,1,1.0,,,,,Calle Lenguas,True,Calle Lenguas,,,6.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,777,,False,159000,3180,True,HouseType 1: Pisos,False,False,2007.0,False,True,,True,True,True,True,,True,,,True,,,True,True,en trámite,True,,,True,0.0,,,,
208,21534,Piso en venta en San Andrés,"Villaverde, Madrid",136.0,76.0,3,1.0,,,,,,True,,,,1.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,690,,False,135990,1000,True,HouseType 1: Pisos,False,False,1967.0,,,,,,False,True,,,True,True,True,,,,,en trámite,False,,,,,False,False,True,True
209,21533,Piso en venta en calle de Eduardo Barreiros,"Los Ángeles, Madrid",96.0,,2,2.0,,,,,Calle de Eduardo Barreiros,True,Calle de Eduardo Barreiros,,,7.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,948,,False,210000,2188,True,HouseType 1: Pisos,False,False,2001.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,en trámite,True,,,True,0.0,,,,
210,21532,Piso en venta en calle de Clara Schumann,"Los Rosales, Madrid",71.0,60.0,2,2.0,,,,,Calle de Clara Schumann,True,Calle de Clara Schumann,,,2.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,910,,False,198000,2789,True,HouseType 1: Pisos,False,False,2001.0,False,True,,True,True,True,True,,True,,,True,,,True,,en trámite,False,,,,,False,False,False,True
211,21531,"Piso en venta en calle Diamante, Madrid","Los Rosales, Madrid",74.0,,2,1.0,,,,,"Calle Diamante, Madrid",True,"Calle Diamante, Madrid",,,1.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,705,,False,139900,1891,True,HouseType 1: Pisos,False,False,1966.0,False,True,,,True,False,True,,,,,,,,,,en trámite,False,,,,,,,,
212,21530,Piso en venta en calle Moncada,"San Cristóbal, Madrid",65.0,60.0,2,1.0,,,,,Calle Moncada,True,Calle Moncada,,,2.0,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,583,,False,110000,1692,True,HouseType 1: Pisos,False,False,1962.0,False,True,,,True,False,True,,,,,,,,,,E,False,,,,,False,True,False,True
213,21529,Piso en venta en Los Ángeles,"Villaverde, Madrid",93.0,87.0,3,1.0,,,,,,True,,,,9.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,780,,False,160000,1720,True,HouseType 1: Pisos,True,False,1976.0,True,False,,True,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
214,21528,Piso en venta en paseo de alberto palacios,"San Andrés, Madrid",75.0,70.0,3,1.0,,,,,Paseo de alberto palacios,True,Paseo de alberto palacios,,,2.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,553,,False,103000,1373,True,HouseType 1: Pisos,False,False,1968.0,False,True,,,True,False,True,,,True,,,,,,,en trámite,False,,,,,False,False,True,True
217,21525,Dúplex en venta en paseo de Alberto Palacios,"San Andrés, Madrid",115.0,92.0,3,1.0,,,,,Paseo de Alberto Palacios,True,Paseo de Alberto Palacios,,,1.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,762,,False,154900,1347,True,HouseType 4: Dúplex,False,,1975.0,False,True,,,True,,True,,,True,,True,,,,,en trámite,False,,,,,,,,
219,21523,Piso en venta en Los Ángeles,"Villaverde, Madrid",72.0,67.0,3,1.0,,,,,,True,,,,6.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,703,,False,139400,1936,True,HouseType 1: Pisos,False,False,1961.0,False,True,,,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
221,21521,"Piso en venta en calle Transversal Sexta, 10","San Andrés, Madrid",90.0,70.0,3,2.0,,,,,"Calle Transversal Sexta, 10",False,Calle Transversal Sexta,10,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,762,,False,155000,1722,True,HouseType 1: Pisos,False,False,1998.0,,,,True,True,True,True,,,True,,True,,,,True,C,True,,,True,0.0,False,False,True,True
224,21518,Piso en venta en Los Rosales,"Villaverde, Madrid",105.0,,2,1.0,,,,,,True,,,,6.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,881,,False,189000,1800,True,HouseType 1: Pisos,False,False,1995.0,False,True,,True,True,True,True,,,True,,,,,True,,en trámite,True,,,True,0.0,,,,
226,21516,"Piso en venta en avenida VERBENA DE LA PALOMA, 17","Los Ángeles, Madrid",120.0,,3,1.0,,,,,"Avenida VERBENA DE LA PALOMA, 17",False,Avenida VERBENA DE LA PALOMA,17,,2.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,901,,False,195000,1625,True,HouseType 1: Pisos,False,False,1962.0,False,True,,,,True,True,,,,,,,,,,en trámite,False,,,,,,,,
227,21515,"Piso en venta en calle de la Esmaltina, 1","Butarque, Madrid",90.0,,3,2.0,,,,,"Calle de la Esmaltina, 1",False,Calle de la Esmaltina,1,,4.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,985,,False,222000,2467,True,HouseType 1: Pisos,False,False,2001.0,False,True,,True,True,True,True,,True,,,True,,,True,,D,True,,,True,0.0,False,True,False,True
229,21513,"Piso en venta en calle la Dolorosa, 10","Los Ángeles, Madrid",80.0,65.0,3,1.0,,,,,"Calle la Dolorosa, 10",False,Calle la Dolorosa,10,,3.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,857,,False,182000,2275,True,HouseType 1: Pisos,False,False,1974.0,,,,True,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
230,21512,"Piso en venta en calle Antimonio, 7","San Andrés, Madrid",120.0,85.0,3,2.0,,,,,"Calle Antimonio, 7",False,Calle Antimonio,7,,2.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,1187,,False,295000,2458,True,HouseType 1: Pisos,False,False,2003.0,False,True,,True,True,False,True,,,True,True,True,,,,,en trámite,True,,,True,0.0,True,False,True,False
236,21506,"Piso en venta en calle de Beniferri, 63","San Cristóbal, Madrid",60.0,,3,1.0,,,,,"Calle de Beniferri, 63",False,Calle de Beniferri,63,,2.0,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,420,,False,74550,1242,True,HouseType 1: Pisos,True,False,1960.0,False,True,,True,,False,,,,,,,,,,,no indicado,False,,,,,,,,
237,21505,Piso en venta en Los Rosales,"Villaverde, Madrid",45.0,36.0,2,1.0,,,,,,True,,,,3.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,561,,False,105000,2333,True,HouseType 1: Pisos,False,False,1960.0,,,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
238,21504,Piso en venta en LEONOR GONGORA,"Los Rosales, Madrid",95.0,85.0,3,1.0,,,,,LEONOR GONGORA,True,LEONOR GONGORA,,,2.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,666,,False,130000,1368,True,HouseType 1: Pisos,False,False,1985.0,False,True,,True,True,False,True,,,True,True,,,,True,,no indicado,False,,,,,False,True,False,True
240,21502,Piso en venta en calle Villajoyosa,"Los Rosales, Madrid",71.0,,3,1.0,,,,,Calle Villajoyosa,True,Calle Villajoyosa,,,1.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,740,,False,149000,2099,True,HouseType 1: Pisos,False,False,1970.0,,,,,,True,True,,,,,,,,,,E,False,,,,,,,,
241,21501,Piso en venta en calle Villajoyosa,"Los Rosales, Madrid",70.0,,3,1.0,,,,,Calle Villajoyosa,True,Calle Villajoyosa,,,3.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,686,,False,135000,1929,True,HouseType 1: Pisos,True,False,1969.0,False,True,,,,True,True,,,,,,,,,,E,False,,,,,,,,
253,21489,Piso en venta en Los Ángeles,"Villaverde, Madrid",93.0,,3,1.0,,,,,,True,,,,2.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,803,,False,166200,1787,True,HouseType 1: Pisos,False,False,1972.0,True,False,,,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
255,21487,Piso en venta en San Andrés,"Villaverde, Madrid",86.0,76.0,3,1.0,,,,,,True,,,,4.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,662,,False,129000,1500,True,HouseType 1: Pisos,False,False,1984.0,False,True,,True,True,True,False,,,True,,,,,True,,en trámite,False,,,,,False,False,True,False
256,21486,Piso en venta en Los Ángeles,"Villaverde, Madrid",75.0,65.0,3,2.0,,,,,,True,,,,1.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,674,,False,132000,1760,True,HouseType 1: Pisos,False,False,1961.0,,,,,,False,True,,,,,True,,,,,en trámite,False,,,,,,,,
262,21480,"Piso en venta en calle Magnesia, 12 , bis","San Andrés, Madrid",83.0,71.0,2,1.0,,,,,"Calle Magnesia, 12 , bis",False,Calle Magnesia,bis,,1.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,728,,False,146000,1759,True,HouseType 1: Pisos,False,False,2003.0,False,True,,,True,True,True,,,True,True,True,,,True,,en trámite,False,,,,,,,,
266,21476,"Ático en venta en calle Estefanita, 6","Butarque, Madrid",125.0,,3,3.0,,,,,"Calle Estefanita, 6",False,Calle Estefanita,6,,7.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1135,,False,275000,2200,True,HouseType 5: Áticos,False,False,2004.0,,,,,,True,True,,True,True,,True,,,,True,en trámite,False,,,,,,,,
267,21475,Piso en venta en San Andrés,"Villaverde, Madrid",153.0,102.0,4,2.0,,,,,,True,,,,1.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,844,,False,178000,1163,True,HouseType 1: Pisos,False,False,1999.0,False,True,,True,True,True,True,,,,,True,,,True,True,en trámite,True,,,True,0.0,False,False,False,True
268,21474,Piso en venta en San Andrés,"Villaverde, Madrid",86.0,76.0,3,1.0,,,,,,True,,,,4.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,662,,False,129000,1500,True,HouseType 1: Pisos,False,False,1984.0,False,True,,True,True,True,False,,,True,,,,,True,,en trámite,False,,,,,False,False,True,False
270,21472,"Piso en venta en calle de Benimamet, 6","San Cristóbal, Madrid",63.0,58.0,3,1.0,,,,,"Calle de Benimamet, 6",False,Calle de Benimamet,6,,4.0,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,456,,False,82000,1302,True,HouseType 1: Pisos,False,False,1960.0,False,True,,,,False,True,,,,,,,,,,en trámite,False,,,,,False,False,False,True
276,21466,Piso en venta en calle Villastar,"San Andrés, Madrid",60.0,,3,1.0,,,,,Calle Villastar,True,Calle Villastar,,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,625,,False,120000,2000,True,HouseType 1: Pisos,False,,1960.0,False,True,,,,,True,,,,,,,,,,en trámite,False,,,,,,,,
283,21459,Piso en venta en Butarque,"Villaverde, Madrid",80.0,60.0,2,2.0,,,,,,True,,,,1.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,851,,False,179990,2250,True,HouseType 1: Pisos,False,False,2003.0,False,True,,True,True,True,True,,True,,,True,,,,True,en trámite,True,,,True,0.0,True,False,True,False
286,21456,Piso en venta en calle de Rocafort,"San Cristóbal, Madrid",61.0,55.0,3,1.0,,,,,Calle de Rocafort,True,Calle de Rocafort,,,4.0,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,489,,False,89000,1459,True,HouseType 1: Pisos,False,False,1960.0,,,,True,True,False,True,,,,,,,,,,en trámite,False,,,,,,,,
287,21455,Piso en venta en calle la Canción del Olvido,"Los Ángeles, Madrid",67.0,,3,1.0,,,,,Calle la Canción del Olvido,True,Calle la Canción del Olvido,,,3.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,621,,False,119000,1776,True,HouseType 1: Pisos,False,,1960.0,,,,,,,,,,,,,,,,,en trámite,False,,,,,,,,
289,21453,"Piso en venta en Urb. Los Angeles, Los Ángeles","Villaverde, Madrid",92.0,,3,2.0,,,,,Urb. Los Angeles,True,Urb. Los Angeles,,,4.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,833,,False,175000,1902,True,HouseType 1: Pisos,False,False,1962.0,False,True,,,True,True,True,,,True,,,,,,,G,False,,,,,,,,
291,21451,Piso en venta en Sahara,"Los Rosales, Madrid",63.0,,3,1.0,,,,,Sahara,True,Sahara,,,1.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,805,,False,167000,2651,True,HouseType 1: Pisos,False,False,1966.0,False,True,,,,True,True,,,,,,,,,,no indicado,False,,,,,,,,
292,21450,Piso en venta en Los Ángeles,"Villaverde, Madrid",57.0,55.0,3,1.0,,,,,,True,,,,5.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,521,,False,96000,1684,True,HouseType 1: Pisos,False,False,1965.0,False,True,,True,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
293,21449,Piso en venta en calle de los Cacereños,"San Andrés, Madrid",63.0,60.0,3,1.0,,,,,Calle de los Cacereños,True,Calle de los Cacereños,,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,466,,False,84000,1333,True,HouseType 1: Pisos,False,False,1968.0,False,True,,True,,False,True,,,,,,,,,,en trámite,False,,,,,True,False,False,True
294,21448,"Piso en venta en calle la Canción del Olvido, 43","Los Ángeles, Madrid",52.0,,2,1.0,,,,,"Calle la Canción del Olvido, 43",False,Calle la Canción del Olvido,43,,4.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,544,,False,101000,1942,True,HouseType 1: Pisos,True,False,1960.0,False,True,,True,,False,,,,,,,,,,,no indicado,False,,,,,,,,
296,21446,Dúplex en venta en calle Estefanita,"Butarque, Madrid",125.0,,3,3.0,,,,,Calle Estefanita,True,Calle Estefanita,,,1.0,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1135,,False,275000,2200,True,HouseType 4: Dúplex,False,False,2004.0,,,,True,,True,,,True,True,,True,,,,,D,False,,,,,,,,
300,21442,Piso en venta en San Andrés,"Villaverde, Madrid",66.0,60.0,3,1.0,,,,,,True,,,,1.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,508,,False,93000,1409,True,HouseType 1: Pisos,False,False,1969.0,False,True,,True,,,True,,,True,True,,,,,,en trámite,False,,,,,,,,
304,21438,"Piso en venta en Urb. Platino, Los Rosales","Villaverde, Madrid",85.0,64.0,3,1.0,,,,,Urb. Platino,True,Urb. Platino,,,1.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,762,,False,154900,1822,True,HouseType 1: Pisos,False,False,1980.0,False,True,,True,,False,True,,,True,,,,,,,en trámite,True,,,False,10000.0,False,True,False,False
306,21436,Piso en venta en calle Platino,"Los Rosales, Madrid",55.0,45.0,2,1.0,,,,,Calle Platino,True,Calle Platino,,,3.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,521,,False,96000,1745,True,HouseType 1: Pisos,False,False,1962.0,False,True,,,True,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
316,21426,"Piso en venta en calle de Juan José Martínez Seco, 87","Los Rosales, Madrid",70.0,55.0,2,1.0,,,,,"Calle de Juan José Martínez Seco, 87",False,Calle de Juan José Martínez Seco,87,,1.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,923,,False,202000,2886,True,HouseType 1: Pisos,False,False,2009.0,,,,,,True,True,,,True,,True,,,,,no indicado,False,,,,,,,,
317,21425,"Piso en venta en calle de Juan José Martínez Seco, 87","Los Rosales, Madrid",47.0,33.0,1,1.0,,,,,"Calle de Juan José Martínez Seco, 87",False,Calle de Juan José Martínez Seco,87,,3.0,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,721,,False,144000,3064,True,HouseType 1: Pisos,False,False,2009.0,,,,,,True,,,,True,,True,,,,,no indicado,False,,,,,,,,
327,21415,Piso en venta en calle de Albino Hernández Lázaro,"San Andrés, Madrid",55.0,50.0,2,1.0,,,,,Calle de Albino Hernández Lázaro,True,Calle de Albino Hernández Lázaro,,,3.0,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,524,,False,96600,1756,True,HouseType 1: Pisos,True,False,1959.0,,,,,,False,True,,,,,,,,,,G,False,,,,,,,,
328,21414,Piso en venta en calle la Corte del Faraón,"Los Ángeles, Madrid",77.0,,3,1.0,,,,,Calle la Corte del Faraón,True,Calle la Corte del Faraón,,,3.0,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,621,,False,119000,1545,True,HouseType 1: Pisos,False,False,1960.0,False,True,,True,True,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
